quick,1000,0.000395,0.000355,0.000355,0.000293,0.000325,0.00033,0.000333,0.000279,0.00029,0.000291,
quick,2000,0.000663,0.000704,0.000675,0.000694,0.000628,0.000623,0.000603,0.000708,0.000661,0.000644,
quick,3000,0.000943,0.001104,0.00111,0.001061,0.001088,0.001255,0.001006,0.001001,0.001074,0.001015,
quick,4000,0.001325,0.001599,0.001548,0.001435,0.001369,0.00135,0.001353,0.001377,0.001446,0.001575,
quick,5000,0.001933,0.001932,0.001829,0.001747,0.00186,0.001836,0.001705,0.001589,0.00156,0.00177,
quick,6000,0.001942,0.002197,0.001981,0.001989,0.001863,0.001784,0.001985,0.001878,0.002021,0.002224,
quick,7000,0.002477,0.002591,0.002293,0.002531,0.002485,0.002346,0.002455,0.002635,0.002674,0.002438,
quick,8000,0.002629,0.002455,0.002501,0.00262,0.002558,0.002586,0.002274,0.002233,0.00219,0.002399,
quick,9000,0.002445,0.002402,0.002338,0.002058,0.002334,0.002033,0.002396,0.002295,0.002217,0.002453,
quick,10000,0.002369,0.002525,0.002431,0.002478,0.002195,0.002448,0.002339,0.002264,0.002246,0.002573,
quick,11000,0.002771,0.002387,0.002636,0.002834,0.002694,0.002561,0.002854,0.002795,0.002616,0.002885,
quick,12000,0.002858,0.002912,0.002989,0.002971,0.003047,0.002932,0.002802,0.002921,0.003026,0.00303,
quick,13000,0.003361,0.003335,0.003363,0.003268,0.00323,0.003335,0.003247,0.003354,0.00309,0.003457,
quick,14000,0.003707,0.0038,0.003365,0.003626,0.003673,0.003563,0.00357,0.003405,0.003473,0.003401,
quick,15000,0.003767,0.003908,0.004107,0.003788,0.004015,0.003648,0.004072,0.003956,0.003805,0.003842,
quick,16000,0.004367,0.004697,0.004614,0.005442,0.005553,0.005108,0.004313,0.0042,0.004116,0.004615,
quick,17000,0.004802,0.004746,0.004682,0.00443,0.004472,0.004492,0.004559,0.004619,0.004598,0.00452,
quick,18000,0.004533,0.005287,0.004649,0.004746,0.005486,0.005173,0.005149,0.005062,0.005125,0.005376,
quick,19000,0.005607,0.00574,0.00548,0.004714,0.004912,0.004758,0.004632,0.004717,0.005097,0.004653,
quick,20000,0.005138,0.005121,0.005294,0.005711,0.005591,0.005568,0.005558,0.005788,0.004929,0.005544,
quick,21000,0.005386,0.005185,0.005761,0.005607,0.005432,0.005537,0.005683,0.005512,0.005259,0.005387,
quick,22000,0.006012,0.006228,0.006023,0.006183,0.006255,0.00595,0.006197,0.006055,0.006003,0.005344,
quick,23000,0.006084,0.006512,0.006183,0.005894,0.005906,0.006011,0.005625,0.006359,0.006445,0.006832,
quick,24000,0.007064,0.00693,0.006695,0.006785,0.007128,0.008595,0.008228,0.00989,0.009095,0.009128,
quick,25000,0.009674,0.00992,0.00936,0.009532,0.009805,0.009117,0.009486,0.008156,0.007323,0.006684,
quick,26000,0.007304,0.007282,0.007046,0.006724,0.006562,0.006977,0.006392,0.006535,0.006581,0.005481,
quick,27000,0.006393,0.00642,0.006544,0.006796,0.006035,0.005577,0.00572,0.005387,0.006486,0.006526,
quick,28000,0.006947,0.006761,0.006731,0.006876,0.006229,0.005948,0.005752,0.006098,0.006717,0.006475,
quick,29000,0.007233,0.007139,0.006002,0.006091,0.006056,0.00581,0.005815,0.005892,0.005774,0.005588,
quick,30000,0.005949,0.006083,0.006183,0.006346,0.006249,0.006393,0.006808,0.010797,0.012383,0.012573,
quick,31000,0.013736,0.013573,0.013301,0.012583,0.012591,0.011617,0.012176,0.010207,0.009341,0.010152,
quick,32000,0.01007,0.009992,0.010083,0.010884,0.010133,0.009834,0.009378,0.009668,0.009299,0.00941,
quick,33000,0.010713,0.010955,0.011662,0.01198,0.010391,0.011806,0.01086,0.012383,0.010129,0.010369,
quick,34000,0.010351,0.010865,0.011035,0.010875,0.010658,0.011746,0.010944,0.01092,0.011053,0.010205,
quick,35000,0.011723,0.012248,0.012393,0.014216,0.015951,0.016282,0.01608,0.016913,0.016589,0.016148,
quick,36000,0.017032,0.017269,0.017437,0.016704,0.015003,0.014946,0.011393,0.012537,0.014598,0.012607,
quick,37000,0.016086,0.012181,0.010909,0.009536,0.010783,0.011389,0.011108,0.012017,0.011485,0.010591,
quick,38000,0.010401,0.009503,0.00851,0.007995,0.007575,0.00789,0.008335,0.007509,0.007344,0.007761,
quick,39000,0.007602,0.007765,0.007971,0.010462,0.011972,0.012015,0.011213,0.012838,0.012344,0.010306,
quick,40000,0.010425,0.01035,0.009878,0.008761,0.007787,0.00786,0.007987,0.007863,0.007468,0.007251,
