comb,5000,0.001142,0.000294,0.000462,
bubble,5000,0.124571,0.021776,0.094329,
insertion,5000,0.015215,1.6e-05,0.040453,
selection,5000,0.101484,0.085752,0.074957,
quick,5000,0.000723,0.000128,0.000135,
merge,5000,0.002696,0.00213,0.002091,
comb,5000,0.001151,0.000295,0.000467,
bubble,5000,0.10899,0.018508,0.098344,
insertion,5000,0.015938,1.7e-05,0.043564,
selection,5000,0.108335,0.081542,0.07993,
quick,6000,0.000902,0.000165,0.000162,
merge,6000,0.003514,0.002562,0.002608,
comb,6000,0.001488,0.000364,0.000546,
bubble,6000,0.161495,0.02857,0.134954,
insertion,6000,0.022819,2.6e-05,0.050104,
selection,6000,0.140545,0.131051,0.172361,
quick,6000,0.001416,0.00017,0.000168,
merge,6000,0.005119,0.003715,0.004333,
comb,6000,0.002324,0.000585,0.000921,
bubble,6000,0.260482,0.054513,0.307681,
insertion,6000,0.043847,3.3e-05,0.090187,
selection,6000,0.209352,0.115414,0.121833,
quick,6000,0.000933,0.000169,0.000139,
merge,6000,0.003369,0.002522,0.002789,
comb,6000,0.001501,0.000371,0.000581,
bubble,6000,0.181936,0.029288,0.129636,
insertion,6000,0.022496,2.3e-05,0.054554,
selection,6000,0.128883,0.10705,0.109698,
quick,6000,0.000966,0.000155,0.00015,
merge,6000,0.003224,0.00264,0.002467,
comb,6000,0.001441,0.000362,0.000539,
bubble,6000,0.139506,0.026663,0.146843,
insertion,6000,0.022731,2.6e-05,0.053084,
selection,6000,0.188733,0.123631,0.108513,
quick,6000,0.000858,0.000111,0.000111,
merge,6000,0.003507,0.002887,0.003392,
comb,6000,0.001943,0.00046,0.00069,
bubble,6000,0.1483,0.028076,0.143539,
insertion,6000,0.023327,2.3e-05,0.060789,
selection,6000,0.143604,0.113926,0.106248,
quick,6000,0.000921,0.000151,0.000151,
merge,6000,0.003263,0.00265,0.002834,
comb,6000,0.00147,0.000369,0.000584,
bubble,6000,0.173185,0.0287,0.134196,
insertion,6000,0.024856,2.5e-05,0.05637,
selection,6000,0.139946,0.127271,0.119125,
quick,6000,0.000875,0.000179,0.00018,
merge,6000,0.003719,0.002833,0.002719,
comb,6000,0.001483,0.000369,0.000544,
bubble,6000,0.150158,0.026558,0.154121,
insertion,6000,0.024167,2.5e-05,0.050381,
selection,6000,0.122389,0.10692,0.115671,
quick,6000,0.001064,0.000125,0.00013,
merge,6000,0.003915,0.002858,0.002973,
comb,6000,0.001759,0.000462,0.000686,
bubble,6000,0.168525,0.0289,0.132205,
insertion,6000,0.022782,2.1e-05,0.055559,
selection,6000,0.155353,0.11333,0.109815,
quick,6000,0.001025,0.000188,0.000209,
merge,6000,0.004684,0.003743,0.003603,
comb,6000,0.002036,0.000496,0.000783,
bubble,6000,0.154306,0.029902,0.13851,
insertion,6000,0.024076,2.3e-05,0.050964,
selection,6000,0.132665,0.116683,0.11625,
quick,6000,0.000776,0.000166,0.000175,
merge,6000,0.003347,0.002641,0.002502,
comb,6000,0.001468,0.000363,0.000568,
bubble,6000,0.17357,0.027467,0.131678,
insertion,6000,0.02406,2.8e-05,0.0519,
selection,6000,0.175858,0.186448,0.118235,
quick,7000,0.001178,0.00018,0.000183,
merge,7000,0.004036,0.003052,0.00301,
comb,7000,0.0017,0.000438,0.000652,
bubble,7000,0.229735,0.085545,0.257485,
insertion,7000,0.058652,4.8e-05,0.114248,
selection,7000,0.194744,0.159644,0.241938,
quick,7000,0.001873,0.000244,0.000251,
merge,7000,0.00708,0.005369,0.00554,
comb,7000,0.003733,0.000843,0.001457,
bubble,7000,0.264888,0.035315,0.185918,
insertion,7000,0.037953,3.4e-05,0.063754,
selection,7000,0.187326,0.148016,0.185647,
quick,7000,0.001495,0.000293,0.000284,
merge,7000,0.005703,0.004896,0.00585,
comb,7000,0.003118,0.000761,0.00117,
bubble,7000,0.240553,0.036773,0.180992,
insertion,7000,0.037031,3.3e-05,0.086679,
selection,7000,0.175111,0.162139,0.164301,
quick,7000,0.001114,0.0002,0.000197,
merge,7000,0.004374,0.003251,0.003393,
comb,7000,0.00189,0.000473,0.00067,
bubble,7000,0.248809,0.041167,0.192774,
insertion,7000,0.034486,2.7e-05,0.059051,
selection,7000,0.167248,0.169056,0.148388,
quick,7000,0.001124,0.000126,0.000123,
merge,7000,0.003906,0.003301,0.003182,
comb,7000,0.001756,0.000466,0.000679,
bubble,7000,0.200932,0.036252,0.172563,
insertion,7000,0.033814,2.7e-05,0.06012,
selection,7000,0.164755,0.156531,0.144499,
quick,7000,0.001035,0.000173,0.000186,
merge,7000,0.003973,0.002936,0.003139,
comb,7000,0.001733,0.000438,0.000657,
bubble,7000,0.191811,0.038473,0.179942,
insertion,7000,0.035746,3.3e-05,0.063527,
selection,7000,0.163458,0.151882,0.148453,
quick,7000,0.001204,0.000209,0.000232,
merge,7000,0.004198,0.003102,0.003305,
comb,7000,0.002031,0.000496,0.00066,
bubble,7000,0.194176,0.040958,0.196443,
insertion,7000,0.03568,3e-05,0.062746,
selection,7000,0.167624,0.155964,0.148737,
quick,7000,0.001226,0.000202,0.000204,
merge,7000,0.004539,0.003297,0.003605,
comb,7000,0.001832,0.000462,0.00072,
bubble,7000,0.194797,0.037314,0.183935,
insertion,7000,0.035796,2.7e-05,0.061562,
selection,7000,0.164038,0.153661,0.148248,
quick,7000,0.00099,0.000158,0.000182,
merge,7000,0.003729,0.002844,0.002965,
comb,7000,0.001782,0.000438,0.000666,
bubble,7000,0.201375,0.037883,0.173274,
insertion,7000,0.037162,2.9e-05,0.062177,
selection,7000,0.201167,0.191206,0.158807,
quick,7000,0.001721,0.000302,0.000308,
merge,7000,0.006306,0.004994,0.004745,
comb,7000,0.002738,0.00084,0.001447,
bubble,7000,0.21439,0.036574,0.178375,
insertion,7000,0.035974,3.2e-05,0.060178,
selection,7000,0.169152,0.146894,0.14873,
quick,8000,0.001274,0.000192,0.000193,
merge,8000,0.004436,0.003343,0.003597,
comb,8000,0.002013,0.000504,0.000804,
bubble,8000,0.266882,0.044745,0.25054,
insertion,8000,0.063092,4.1e-05,0.089659,
selection,8000,0.207836,0.196929,0.245078,
quick,8000,0.001572,0.000172,0.000231,
merge,8000,0.006182,0.005194,0.005309,
comb,8000,0.002951,0.000818,0.001251,
bubble,8000,0.271541,0.046993,0.246127,
insertion,8000,0.06183,4.1e-05,0.091425,
selection,8000,0.218061,0.193765,0.253741,
quick,8000,0.001775,0.000344,0.000379,
merge,8000,0.007199,0.004801,0.004987,
comb,8000,0.003136,0.000801,0.001281,
bubble,8000,0.262697,0.049128,0.260591,
insertion,8000,0.061123,3.8e-05,0.080708,
selection,8000,0.22594,0.193485,0.247295,
quick,8000,0.00208,0.000323,0.000333,
merge,8000,0.006966,0.005064,0.00514,
comb,8000,0.003031,0.000749,0.001229,
bubble,8000,0.291838,0.044752,0.269865,
insertion,8000,0.080932,4.6e-05,0.083389,
selection,8000,0.229543,0.193585,0.274611,
quick,8000,0.003314,0.000388,0.000564,
merge,8000,0.011925,0.008501,0.009051,
comb,8000,0.004725,0.001087,0.001521,
bubble,8000,0.279606,0.045012,0.278511,
insertion,8000,0.062506,4.5e-05,0.082699,
selection,8000,0.216357,0.194289,0.249772,
quick,8000,0.001822,0.000209,0.000215,
merge,8000,0.007194,0.005474,0.006327,
comb,8000,0.003308,0.000875,0.001217,
bubble,8000,0.285075,0.044959,0.271635,
insertion,8000,0.066639,3.8e-05,0.078378,
selection,8000,0.217078,0.193625,0.266801,
quick,8000,0.002552,0.000299,0.000288,
merge,8000,0.010042,0.007291,0.007544,
comb,8000,0.004598,0.001092,0.001614,
bubble,8000,0.282794,0.045494,0.27579,
insertion,8000,0.074378,5.4e-05,0.084602,
selection,8000,0.22324,0.208577,0.318896,
quick,8000,0.003316,0.000355,0.000565,
merge,8000,0.011411,0.008295,0.008966,
comb,8000,0.004234,0.00109,0.001658,
bubble,8000,0.279543,0.046351,0.271974,
insertion,8000,0.081564,3.3e-05,0.080467,
selection,8000,0.217873,0.215092,0.318936,
quick,8000,0.003205,0.000533,0.000472,
merge,8000,0.012262,0.008373,0.008765,
comb,8000,0.004989,0.001112,0.001645,
bubble,8000,0.276906,0.04831,0.269602,
insertion,8000,0.073247,3.1e-05,0.145838,
selection,8000,0.233292,0.189065,0.289242,
quick,8000,0.003334,0.000404,0.000403,
merge,8000,0.012036,0.008601,0.008831,
comb,8000,0.004941,0.001066,0.001768,
bubble,8000,0.272543,0.050062,0.259837,
insertion,8000,0.065918,5.9e-05,0.086411,
selection,8000,0.21739,0.194832,0.23885,
quick,9000,0.002614,0.000413,0.000473,
merge,9000,0.009309,0.007001,0.007521,
comb,9000,0.003713,0.000971,0.001589,
bubble,9000,0.371085,0.065361,0.364521,
insertion,9000,0.080558,4.6e-05,0.104162,
selection,9000,0.264339,0.263081,0.555632,
quick,9000,0.003212,0.000375,0.000422,
merge,9000,0.012209,0.009622,0.010077,
comb,9000,0.005359,0.001169,0.001587,
bubble,9000,0.351135,0.057725,0.423897,
insertion,9000,0.080557,4.6e-05,0.09879,
selection,9000,0.264408,0.247537,0.5766,
quick,9000,0.003801,0.000627,0.000637,
merge,9000,0.012712,0.009245,0.009315,
comb,9000,0.005422,0.001245,0.002415,
bubble,9000,0.366059,0.060296,0.507098,
insertion,9000,0.088325,6.8e-05,0.101893,
selection,9000,0.265644,0.254705,0.359828,
quick,9000,0.002078,0.000242,0.00025,
merge,9000,0.007846,0.005724,0.006685,
comb,9000,0.003614,0.000956,0.001395,
bubble,9000,0.373619,0.061745,0.558245,
insertion,9000,0.110232,6.9e-05,0.102878,
selection,9000,0.271009,0.263411,0.374422,
quick,9000,0.002238,0.000385,0.000387,
merge,9000,0.009188,0.006132,0.006571,
comb,9000,0.003622,0.001107,0.001524,
bubble,9000,0.336839,0.060869,0.473224,
insertion,9000,0.083426,5e-05,0.106443,
selection,9000,0.275522,0.280928,0.323351,
quick,9000,0.00224,0.000369,0.000356,
merge,9000,0.007832,0.006529,0.006922,
comb,9000,0.004419,0.001036,0.001504,
bubble,9000,0.371181,0.069251,0.4325,
insertion,9000,0.089709,5.5e-05,0.10517,
selection,9000,0.35144,0.338015,0.47042,
quick,9000,0.002103,0.000364,0.000337,
merge,9000,0.008409,0.005937,0.007329,
comb,9000,0.003703,0.00101,0.001633,
bubble,9000,0.360428,0.072057,0.419219,
insertion,9000,0.077781,4.6e-05,0.107514,
selection,9000,0.284,0.306085,0.408646,
quick,9000,0.002358,0.000352,0.000258,
merge,9000,0.008168,0.006791,0.007,
comb,9000,0.004093,0.00101,0.001503,
bubble,9000,0.351951,0.057883,0.409438,
insertion,9000,0.089453,5.1e-05,0.094847,
selection,9000,0.269733,0.291019,0.578614,
quick,9000,0.002014,0.000338,0.000322,
merge,9000,0.007713,0.005842,0.006113,
comb,9000,0.003663,0.000849,0.001256,
bubble,9000,0.424525,0.06181,0.705347,
insertion,9000,0.116185,6.1e-05,0.113574,
selection,9000,0.273226,0.249078,0.563573,
quick,9000,0.003408,0.000379,0.000386,
merge,9000,0.013312,0.008183,0.009579,
comb,9000,0.005423,0.001231,0.002098,
bubble,9000,0.403703,0.062276,0.390555,
insertion,9000,0.079027,4.6e-05,0.10181,
selection,9000,0.262909,0.258405,0.366044,
quick,10000,0.002508,0.000311,0.000359,
merge,10000,0.010146,0.007745,0.00784,
comb,10000,0.004824,0.001136,0.00172,
bubble,10000,0.499542,0.134779,0.685711,
insertion,10000,0.095087,5.6e-05,0.140524,
selection,10000,0.33517,0.374406,0.480049,
quick,10000,0.002181,0.000372,0.00036,
merge,10000,0.008379,0.006893,0.006338,
comb,10000,0.004339,0.001105,0.00152,
bubble,10000,0.443546,0.073897,0.687278,
insertion,10000,0.133997,7.9e-05,0.165848,
selection,10000,0.391627,0.393709,0.516575,
quick,10000,0.00327,0.000495,0.000484,
merge,10000,0.010778,0.00818,0.009363,
comb,10000,0.005421,0.001294,0.001798,
bubble,10000,0.490056,0.107777,0.532064,
insertion,10000,0.101238,4.8e-05,0.122757,
selection,10000,0.334938,0.399852,0.687952,
quick,10000,0.001434,0.000173,0.000181,
merge,10000,0.005633,0.004455,0.004753,
comb,10000,0.002994,0.000773,0.001196,
bubble,10000,0.48581,0.10251,0.72164,
insertion,10000,0.105363,4.7e-05,0.189851,
selection,10000,0.428579,0.645668,0.502356,
quick,10000,0.002345,0.000457,0.000452,
merge,10000,0.008855,0.006233,0.006546,
comb,10000,0.00402,0.00103,0.001606,
bubble,10000,0.579162,0.11634,0.56114,
insertion,10000,0.107618,6.3e-05,0.144423,
selection,10000,0.341109,0.402549,0.508745,
quick,10000,0.002264,0.00038,0.000375,
merge,10000,0.009617,0.006522,0.007548,
comb,10000,0.005228,0.001127,0.001725,
bubble,10000,0.445016,0.081867,0.574434,
insertion,10000,0.099743,6.1e-05,0.130807,
selection,10000,0.325831,0.412789,0.719507,
quick,10000,0.001667,0.000284,0.000292,
merge,10000,0.006419,0.005138,0.00568,
comb,10000,0.00348,0.000894,0.0014,
bubble,10000,0.633709,0.105018,0.558815,
insertion,10000,0.116796,5.1e-05,0.146451,
selection,10000,0.361199,0.41081,0.495039,
quick,10000,0.002647,0.000294,0.000313,
merge,10000,0.010069,0.007517,0.007188,
comb,10000,0.004819,0.001123,0.001645,
bubble,10000,0.449527,0.094019,0.649018,
insertion,10000,0.118841,5.6e-05,0.137098,
selection,10000,0.344036,0.415249,0.545246,
quick,10000,0.002402,0.000395,0.00038,
merge,10000,0.008421,0.006513,0.006987,
comb,10000,0.004244,0.001147,0.002042,
bubble,10000,0.463691,0.0815,0.858127,
insertion,10000,0.086537,4.6e-05,0.1581,
selection,10000,0.343561,0.514878,0.596186,
quick,10000,0.001452,0.000174,0.000179,
merge,10000,0.005603,0.004362,0.004517,
comb,10000,0.00298,0.000826,0.001224,
bubble,10000,0.482562,0.09403,0.813195,
insertion,10000,0.141698,6.8e-05,0.162396,
selection,10000,0.343508,0.409335,0.587423,
quick,11000,0.002086,0.000241,0.000246,
merge,11000,0.0077,0.005514,0.005812,
comb,11000,0.003935,0.000998,0.001542,
bubble,11000,0.549141,0.132527,0.653183,
insertion,11000,0.136317,8.5e-05,0.156662,
selection,11000,0.395233,0.658171,0.539241,
quick,11000,0.001794,0.000271,0.000295,
merge,11000,0.007023,0.005336,0.006434,
comb,11000,0.003678,0.001001,0.001461,
bubble,11000,0.756937,0.124887,0.700312,
insertion,11000,0.128111,7.5e-05,0.182125,
selection,11000,0.398772,0.792012,0.471904,
quick,11000,0.001744,0.000394,0.000396,
