bubble,1000,0.002785,0.003062,0.002941,0.002957,0.00309,0.003511,0.00385,0.003532,0.003517,0.003746,
bubble,2000,0.017908,0.015732,0.013578,0.012942,0.014233,0.015335,0.019508,0.026081,0.026353,0.025317,
bubble,3000,0.065024,0.042914,0.041928,0.052651,0.038429,0.03912,0.037332,0.040303,0.039789,0.039478,
bubble,4000,0.079576,0.089595,0.084658,0.06758,0.058579,0.069245,0.062775,0.060364,0.063525,0.0647,
bubble,5000,0.097519,0.121684,0.096512,0.094172,0.101564,0.100375,0.093221,0.086179,0.084431,0.088668,
bubble,6000,0.146956,0.126401,0.125781,0.129308,0.131448,0.12682,0.123605,0.125052,0.130662,0.124044,
bubble,7000,0.195446,0.17222,0.185619,0.17697,0.17431,0.17002,0.176179,0.181628,0.185248,0.16927,
bubble,8000,0.247933,0.235792,0.253298,0.226674,0.227661,0.220986,0.224537,0.232895,0.220152,0.226513,
bubble,9000,0.305957,0.339758,0.283032,0.287723,0.28553,0.295107,0.286803,0.298008,0.287465,0.285813,
bubble,10000,0.386237,0.372162,0.353247,0.35662,0.359806,0.35798,0.358239,0.353521,0.358014,0.353702,
bubble,11000,0.469594,0.443653,0.436483,0.514089,0.434988,0.501285,0.428467,0.430199,0.429812,0.427528,
bubble,12000,0.562345,0.540498,0.52764,0.51929,0.51473,0.508778,0.509677,0.511106,0.511817,0.50643,
bubble,13000,0.647027,0.596761,0.601482,0.611948,0.594519,0.606551,0.612128,0.590186,0.592303,0.607259,
bubble,14000,0.794106,0.707964,0.79432,0.698157,0.701064,0.703547,0.713141,0.711306,0.706728,0.721046,
bubble,15000,0.868531,0.811036,0.829837,0.819447,0.813781,0.801996,0.811145,0.797344,0.81599,0.808258,
bubble,16000,1.00665,0.93379,0.945739,0.928518,0.9396,0.933594,0.935623,0.933285,0.918869,0.94014,
bubble,17000,1.09396,1.07257,1.05776,1.04644,1.05703,1.03755,1.05415,1.04439,1.0368,1.03043,
bubble,18000,1.29994,1.19498,1.19029,1.19188,1.17476,1.18358,1.32516,1.20207,1.16484,1.18165,
bubble,19000,1.39428,1.31182,1.32579,1.29205,1.30753,1.30325,1.30009,1.30273,1.29813,1.32309,
bubble,20000,1.58386,1.46669,1.46034,1.45102,1.4385,1.43998,1.43963,1.44602,1.42667,1.43847,
bubble,21000,1.70077,1.59133,1.59274,1.59427,1.60256,1.6089,1.60085,1.59737,1.58371,1.58646,
bubble,22000,1.84509,1.74493,1.75353,1.74261,1.73931,1.72552,1.74637,1.72707,1.73608,1.74427,
bubble,23000,2.0201,1.9295,1.91603,1.93766,1.91055,1.92004,1.97101,1.89802,1.92056,1.91854,
bubble,24000,2.17565,2.10773,2.10449,2.11229,2.10746,2.08793,2.07688,2.07127,2.07838,2.08714,
bubble,25000,2.40115,2.26343,2.26055,2.27134,2.26745,2.27199,2.25566,2.25612,2.23885,2.2892,
bubble,26000,2.53636,2.47557,2.44568,2.47855,2.5493,2.492,2.43274,2.43532,2.44255,2.4553,
bubble,27000,2.72946,2.65118,2.63512,2.67598,2.63341,2.63313,2.72069,2.68388,2.64285,2.64625,
bubble,28000,2.91211,2.82765,2.82908,2.82621,2.84843,2.8722,2.81488,2.91578,2.82157,2.82356,
bubble,29000,3.09953,3.08283,3.09724,3.08716,3.07206,3.09834,3.05781,3.10118,3.07556,3.03827,
bubble,30000,3.32294,3.25561,3.24537,3.24447,3.25684,3.25871,3.27334,3.32914,3.21762,3.24913,
bubble,31000,3.58102,3.47067,3.73138,3.51043,3.49599,3.59841,3.50075,3.43884,3.47057,3.46576,
bubble,32000,3.76254,3.68696,3.68041,3.69265,3.73226,3.70473,3.70533,3.70554,3.69614,3.70323,
bubble,33000,4.07546,3.98942,3.98262,3.89765,3.86808,3.87337,3.91312,3.87726,3.90176,4.00216,
bubble,34000,4.2132,4.0739,4.15286,4.09143,4.0973,4.08898,4.12586,4.07673,4.07358,4.50437,
bubble,35000,4.50954,4.37901,4.56809,4.43171,4.46307,4.36466,4.47531,4.40837,4.3826,4.39429,
bubble,36000,4.79457,4.65841,4.62084,4.68968,4.68991,4.67981,4.67811,4.72044,4.62018,4.69365,
bubble,37000,5.07462,4.93006,4.95215,4.95577,4.89597,4.89913,4.92732,4.90668,4.92021,4.96991,
bubble,38000,5.27605,5.18926,5.22582,5.18214,5.16424,5.19938,5.26287,5.25096,5.20646,5.18807,
bubble,39000,5.57362,5.65778,5.46851,5.49127,5.46094,5.48769,5.44439,5.45674,5.44311,5.42839,
bubble,40000,5.85639,5.72604,5.8159,5.73157,5.76253,5.73628,5.73084,5.73826,5.74752,5.80456,
bubble,41000,6.10713,6.04719,6.12201,6.01115,6.04914,6.04717,6.03061,6.05949,6.02431,6.03496,
